name,resident_advisor_url,appearances,venues,latest_event,energy,experimental,melodic,dark,organic,vocal,depth,classic,genres,scenes,moods,description,similar_artists,soundcloud_url,spotify_id
jetfunk,https://ra.co/events/2151254,1,Humboldthain Club,2025-05-24T00:00:00.000,0.1,0.58,0.26,0.6,0.03,0.26,0.14,0.42,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
MIO (ES),https://ra.co/events/2151254,1,Humboldthain Club,2025-05-24T00:00:00.000,0.14,0.12,0.79,0.98,0.3,0.31,0.15,0.31,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Maschérie,https://ra.co/events/2151254,1,Humboldthain Club,2025-05-24T00:00:00.000,0.34,0.75,0.96,0.93,0.83,0.51,0.82,0.5,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
djvonnebenan,https://ra.co/events/2151254,1,Humboldthain Club,2025-05-24T00:00:00.000,0.29,0.64,0.07,0.77,0.68,0.91,0.57,0.38,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Plattenlieferant,https://ra.co/events/2151254,1,Humboldthain Club,2025-05-24T00:00:00.000,0.91,0.89,0.79,0.25,0.58,0.19,0.55,0.1,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Slin Shady X WQLFF,https://ra.co/events/2151254,1,Humboldthain Club,2025-05-24T00:00:00.000,0.82,0.23,0.7,0.14,0.9,0.6,0.2,0.53,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Sebastian der Saubere,https://ra.co/events/2151254,1,Humboldthain Club,2025-05-24T00:00:00.000,0.17,0.69,0.57,0.88,0.47,0.95,0.43,0.96,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
BLEACH.LIVE,https://ra.co/events/2164727,1,KREUZWERK,2025-05-24T00:00:00.000,0.87,0.9,0.87,0.77,0.38,0.23,0.43,0.3,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Daniel Wang,https://ra.co/events/2164727,1,KREUZWERK,2025-05-24T00:00:00.000,0.55,0.96,0.67,0.36,0.62,0.76,0.06,0.41,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Jana Falcon,https://ra.co/events/2164727,1,KREUZWERK,2025-05-24T00:00:00.000,0.04,0.07,0.9,0.17,0.09,0.92,0.34,0.56,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
ADAM MUNNINGS,https://ra.co/events/2164727,1,KREUZWERK,2025-05-24T00:00:00.000,0.91,0.62,0.02,0.57,0.58,0.19,0.53,0.09,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Chico Blanco,https://ra.co/events/2164727,1,KREUZWERK,2025-05-24T00:00:00.000,0.29,0.38,0.95,0.95,0.36,0.06,0.15,0.26,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ Petite,https://ra.co/events/2164727,1,KREUZWERK,2025-05-24T00:00:00.000,0.75,0.91,0.64,0.15,0.81,0.78,0.44,0.87,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Dj handbag,https://ra.co/events/2164727,1,KREUZWERK,2025-05-24T00:00:00.000,0.9,0.45,0.8,0.61,0.61,0.41,0.41,0.46,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Daddy Squad,https://ra.co/events/2164727,1,KREUZWERK,2025-05-24T00:00:00.000,0.86,0.15,0.3,0.89,0.8,0.78,0.29,0.14,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Elninodiablo,https://ra.co/events/2164727,1,KREUZWERK,2025-05-24T00:00:00.000,0.78,0.55,0.99,0.94,0.82,0.22,0.49,0.78,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Sudha,https://ra.co/events/2164727,1,KREUZWERK,2025-05-24T00:00:00.000,0.2,0.11,0.58,0.3,0.25,0.52,0.87,0.63,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Jonathan Apelbaum,https://ra.co/events/2164727,1,KREUZWERK,2025-05-24T00:00:00.000,0.06,0.37,0.58,0.73,0.94,0.96,0.94,0.68,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
HAUSBRAND,https://ra.co/events/2106453,1,AVA Club,2025-05-24T00:00:00.000,0.6,0.56,0.39,0.04,0.46,0.8,0.94,0.37,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Turntabletimmie,https://ra.co/events/2106453,1,AVA Club,2025-05-24T00:00:00.000,0.88,0.86,0.61,0.2,0.5,0.52,0.41,0.66,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
TEZMA,https://ra.co/events/2106453,1,AVA Club,2025-05-24T00:00:00.000,0.98,0.41,0.5,0.19,0.13,0.87,0.28,0.58,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Bee Lincoln,https://ra.co/events/2106453,1,AVA Club,2025-05-24T00:00:00.000,0.38,0.27,0.31,0.14,0.58,0.67,0.27,0.74,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Garage Girls,https://ra.co/events/2138079,1,OHM,2025-05-24T00:00:00.000,0.17,0.16,0.87,0.73,0.47,0.56,0.84,0.63,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
JAXX TMS,https://ra.co/events/2138079,1,OHM,2025-05-24T00:00:00.000,0.43,0.75,0.07,0.97,0.01,0.23,0.21,0.61,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Meg10,https://ra.co/events/2138079,1,OHM,2025-05-24T00:00:00.000,0.68,0.02,0.5,0.18,0.43,0.34,0.68,0.47,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Skankstasy,https://ra.co/events/2138079,1,OHM,2025-05-24T00:00:00.000,0.25,0.44,0.38,0.16,0.55,0.6,0.95,0.25,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Tasha,https://ra.co/events/2138079,1,OHM,2025-05-24T00:00:00.000,0.75,0.95,0.07,0.35,0.84,0.88,0.23,0.35,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
MEJMI,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.48,0.85,0.4,0.79,0.93,0.42,0.88,0.77,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Frozilla,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.42,0.03,0.33,0.33,0.43,0.09,0.26,0.34,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Handmade,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.86,0.48,0.29,0.14,0.52,0.2,0.01,0.62,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Lilith.,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.18,0.04,0.56,0.1,0.28,0.06,0.42,0.03,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Ady Toledano,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.95,0.27,0.15,0.23,0.16,0.54,0.09,0.72,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Candy Pollard,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.74,0.85,0.42,0.51,0.1,0.36,0.64,0.57,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Egotot,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.94,0.64,0.13,0.64,0.06,0.0,0.13,0.01,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Javier Anxiety,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.63,0.3,0.25,0.39,0.4,0.77,0.6,0.77,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Bauen,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.79,0.12,0.72,0.09,0.45,0.39,0.23,0.66,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Habibi Grooves,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.04,0.11,0.51,0.43,0.53,0.42,0.96,0.97,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Luca Olivotto,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.44,0.97,0.63,0.16,0.42,0.47,0.77,0.3,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Mona Lee,https://ra.co/events/2113914,1,Renate,2025-05-24T00:00:00.000,0.96,0.23,0.33,0.29,0.18,0.92,0.97,0.45,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Dea (6),https://ra.co/events/2144204,1,Kaos Berlin,2025-05-24T00:00:00.000,0.28,0.23,0.77,0.39,0.56,0.73,0.78,0.02,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Tzena,https://ra.co/events/2144204,1,Kaos Berlin,2025-05-24T00:00:00.000,0.5,0.31,0.17,0.41,0.98,0.05,0.62,0.76,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Alexia (2),https://ra.co/events/2144204,1,Kaos Berlin,2025-05-24T00:00:00.000,0.72,0.99,0.59,0.74,0.26,0.68,0.33,0.05,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ Bienveillance,https://ra.co/events/2144204,1,Kaos Berlin,2025-05-24T00:00:00.000,0.65,0.79,0.07,0.7,0.04,0.87,0.27,0.56,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Rebuke,https://ra.co/events/2125995,1,Ritter Butzke,2025-05-24T00:00:00.000,0.32,0.31,0.22,0.94,0.89,0.67,0.54,0.35,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
MARC WERNER,https://ra.co/events/2125995,1,Ritter Butzke,2025-05-24T00:00:00.000,0.63,0.11,0.55,0.99,0.74,0.77,0.9,0.66,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Daniella Bjarnhof,https://ra.co/events/2125995,2,"Ritter Butzke, Recede Club Berlin",2025-05-24T00:00:00.000,0.22,0.14,0.86,0.33,0.32,0.47,0.78,0.4,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Paul Wolf,https://ra.co/events/2087158,1,M-BIA,2025-05-24T00:00:00.000,0.1,0.04,0.96,0.45,0.75,0.77,0.01,0.1,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Anna Haleta,https://ra.co/events/2140333,1,Tresor / Globus,2025-05-24T00:00:00.000,0.36,0.87,0.7,0.77,0.62,0.46,0.23,0.76,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Sanctuary,https://ra.co/events/2140333,1,Tresor / Globus,2025-05-24T00:00:00.000,0.14,0.64,0.59,0.32,0.09,0.62,0.75,0.75,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Telephones,https://ra.co/events/2140333,1,Tresor / Globus,2025-05-24T00:00:00.000,0.56,0.86,0.42,0.91,0.94,0.18,0.47,0.97,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Alva,https://ra.co/events/2140333,1,Tresor / Globus,2025-05-24T00:00:00.000,0.31,0.49,0.51,0.5,0.72,0.36,0.97,0.69,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Cecilia Tosh,https://ra.co/events/2140333,1,Tresor / Globus,2025-05-24T00:00:00.000,0.11,0.08,0.95,0.83,0.79,0.17,0.49,0.53,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
James Ruskin,https://ra.co/events/2140333,1,Tresor / Globus,2025-05-24T00:00:00.000,0.12,0.33,0.04,0.25,0.64,0.37,0.47,0.96,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
no.name (IT),https://ra.co/events/2140333,1,Tresor / Globus,2025-05-24T00:00:00.000,0.42,0.92,0.51,0.62,0.43,0.78,0.07,0.51,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Oliver Raumklang,https://ra.co/events/2128728,1,Minimal Bar,2025-05-24T00:00:00.000,0.45,0.69,0.09,0.1,0.96,0.38,0.53,0.82,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ with Soul,https://ra.co/events/2128728,1,Minimal Bar,2025-05-24T00:00:00.000,0.57,0.64,0.68,0.85,0.97,0.34,0.94,0.27,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Shkoon,https://ra.co/events/2048873,1,Festsaal Kreuzberg,2025-05-24T00:00:00.000,0.85,0.49,0.42,0.21,0.47,0.36,0.13,0.58,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
_hiø,https://ra.co/events/2151905,1,Lark,2025-05-24T00:00:00.000,0.67,0.75,0.71,0.57,0.75,0.17,0.32,0.58,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Folly Ghost,https://ra.co/events/2151905,1,Lark,2025-05-24T00:00:00.000,0.31,0.04,0.12,0.37,0.7,0.14,0.36,0.6,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
XD Erica,https://ra.co/events/2151905,1,Lark,2025-05-24T00:00:00.000,0.8,0.95,0.53,0.02,0.86,0.67,0.17,0.86,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
O.M.Theorem,https://ra.co/events/2132224,1,MaHalla,2025-05-24T00:00:00.000,0.18,0.2,0.41,0.99,0.79,0.29,0.32,0.4,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
ophélie,https://ra.co/events/2132224,2,"MaHalla, TBA - Somewhere in Berlin",2025-05-24T00:00:00.000,0.18,0.8,0.79,0.15,0.78,0.3,0.42,0.45,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Gabs Leyton,https://ra.co/events/2149629,1,Bulbul Berlin,2025-05-24T00:00:00.000,0.0,0.5,0.63,0.43,0.27,0.36,0.31,0.27,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Jean Frais,https://ra.co/events/2149629,1,Bulbul Berlin,2025-05-24T00:00:00.000,0.65,0.96,0.21,0.27,0.58,0.97,0.7,0.71,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Crimson Lake,https://ra.co/events/2149629,1,Bulbul Berlin,2025-05-24T00:00:00.000,0.29,0.18,0.59,0.55,0.58,0.31,0.3,0.06,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ Kodah,https://ra.co/events/2149629,1,Bulbul Berlin,2025-05-24T00:00:00.000,0.76,0.48,0.04,0.17,0.7,0.03,0.99,0.34,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Captain Ahoi,https://ra.co/events/2141498,1,Kunstgarten Pankow,2025-05-24T00:00:00.000,0.71,0.58,0.09,0.14,0.91,0.02,0.45,0.36,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
